have,vbp
been,vbn
relatively,rb
level,jj
since,in
january,nnp
",",","
the,dt
commerce,nnp
department,nnp
noted,vbd
.,.
manufacturers,nns
',pos
backlogs,nns
of,in
unfilled,jj
orders,nns
rose,vbd
0.5,cd
%,nn
in,in
september,nnp
to,to
$,$
497.34,cd
billion,cd
",",","
helped,vbn
by,in
strength,nn
in,in
the,dt
defense,nn
capital,nn
goods,nns
sector,nn
.,.
excluding,vbg
these,dt
orders,nns
",",","
backlogs,nns
declined,vbd
0.3,cd
%,nn
.,.
in,in
its,prp$
construction,nn
spending,nn
report,nn
",",","
the,dt
commerce,nnp
department,nnp
said,vbd
residential,jj
construction,nn
",",","
which,wdt
accounts,vbz
for,in
nearly,rb
half,nn
of,in
all,dt
construction,nn
spending,nn
",",","
was,vbd
off,jj
0.9,cd
%,nn
in,in
september,nnp
to,to
an,dt
annual,jj
rate,nn
of,in
$,$
191.9,cd
billion,cd
.,.
david,nnp
berson,nnp
",",","
economist,nn
for,in
the,dt
mortgage,nnp
bankers,nnp
association,nnp
",",","
predicted,vbd
the,dt
drop,nn
in,in
interest,nn
rates,nns
eventually,rb
will,md
boost,vb
spending,nn
on,in
single-family,jj
homes,nns
",",","
but,cc
probably,rb
not,rb
until,in
early,jj
next,jj
year,nn
.,.
spending,nn
on,in
private,jj
",",","
nonresidential,jj
construction,nn
was,vbd
off,jj
2.6,cd
%,nn
to,to
an,dt
annual,jj
rate,nn
of,in
$,$
99.1,cd
billion,cd
with,in
no,dt
sector,nn
showing,vbg
strength,nn
.,.
government,nnp
construction,nn
spending,nn
rose,vbd
4.3,cd
%,nn
to,to
$,$
88,cd
billion,cd
.,.
after,rb
adjusting,vbg
for,in
inflation,nn
",",","
the,dt
commerce,nnp
department,nnp
said,vbd
construction,nn
spending,nn
did,vbd
n't,rb
change,vb
in,in
september,nnp
.,.
for,in
the,dt
first,jj
nine,cd
months,nns
of,in
the,dt
year,nn
",",","
total,jj
construction,nn
spending,nn
ran,vbd
about,rb
2,cd
%,nn
above,in
last,jj
year,nn
's,pos
level,nn
.,.
the,dt
government,nn
's,pos
construction,nn
spending,nn
figures,nns
contrast,vbp
with,in
a,dt
report,nn
issued,vbd
earlier,rbr
in,in
the,dt
week,nn
by,in
mcgraw-hill,nnp
inc.,nnp
's,pos
f.w.,nnp
dodge,nnp
group,nnp
.,.
dodge,nnp
reported,vbd
an,dt
8,cd
%,nn
increase,nn
in,in
construction,nn
contracts,nns
awarded,vbn
in,in
september,nnp
.,.
the,dt
goverment,nn
counts,vbz
money,nn
as,in
it,prp
is,vbz
spent,vbn
;,:
dodge,nnp
counts,vbz
contracts,nns
when,wrb
they,prp
are,vbp
awarded,vbn
.,.
the,dt
government,nn
includes,vbz
money,nn
spent,vbn
on,in
residential,jj
renovation,nn
;,:
dodge,nnp
does,vbz
n't,rb
.,.
although,in
the,dt
purchasing,nn
managers,nns
',pos
index,nn
continues,vbz
to,to
indicate,vb
a,dt
slowing,vbg
economy,nn
",",","
it,prp
is,vbz
n't,rb
signaling,vbg
an,dt
imminent,jj
recession,nn
",",","
said,vbd
robert,nnp
bretz,nnp
",",","
chairman,nn
of,in
the,dt
association,nn
's,pos
survey,nn
committee,nn
and,cc
director,nn
of,in
materials,nns
management,nn
at,in
pitney,nnp
bowes,nnp
inc.,nnp
",",","
stamford,nnp
",",","
conn,nnp
.,.
he,prp
said,vbd
the,dt
index,nn
would,md
have,vb
to,to
be,vb
in,in
the,dt
low,jj
40,cd
%,nn
range,nn
for,in
several,jj
months,nns
to,to
be,vb
considered,vbn
a,dt
forecast,nn
of,in
recession,nn
.,.
the,dt
report,nn
offered,vbd
new,jj
evidence,nn
that,in
the,dt
nation,nn
's,pos
export,nn
growth,nn
",",","
though,in
still,rb
continuing,vbg
",",","
may,md
be,vb
slowing,vbg
.,.
only,rb
19,cd
%,nn
of,in
the,dt
purchasing,vbg
managers,nns
reported,vbd
better,jjr
export,nn
orders,nns
in,in
october,nnp
",",","
down,rb
from,in
27,cd
%,nn
in,in
september,nnp
.,.
and,cc
8,cd
%,nn
said,vbd
export,nn
orders,nns
were,vbd
down,rb
last,jj
month,nn
",",","
compared,vbn
with,in
6,cd
%,nn
the,dt
month,nn
before,rb
.,.
the,dt
purhasing,nn
managers,nns
',pos
report,nn
also,rb
added,vbd
evidence,nn
that,in
inflation,nn
is,vbz
under,in
control,nn
.,.
for,in
the,dt
fifth,jj
consecutive,jj
month,nn
",",","
purchasing,vbg
managers,nns
said,vbd
prices,nns
for,in
the,dt
goods,nns
they,prp
purchased,vbd
fell,vbd
.,.
the,dt
decline,nn
was,vbd
even,rb
steeper,jjr
than,in
in,in
september,nnp
.,.
they,prp
also,rb
said,vbd
that,in
vendors,nns
were,vbd
delivering,vbg
goods,nns
more,rbr
quickly,rb
in,in
october,nnp
than,in
they,prp
had,vbd
for,in
each,dt
of,in
the,dt
five,cd
previous,jj
months,nns
.,.
economists,nns
consider,vbp
that,dt
a,dt
sign,nn
that,in
inflationary,jj
pressures,nns
are,vbp
abating,vbg
.,.
when,wrb
demand,nn
is,vbz
stronger,jjr
than,in
suppliers,nns
can,md
handle,vb
and,cc
delivery,nn
times,nns
lengthen,vbp
",",","
prices,nns
tend,vbp
to,to
rise,vb
.,.
the,dt
purchasing,nn
managers,nns
',pos
report,nn
is,vbz
based,vbn
on,in
data,nns
provided,vbn
by,in
more,rbr
than,in
250,cd
purchasing,nn
executives,nns
.,.
each,dt
of,in
the,dt
survey,nn
's,pos
indicators,nns
gauges,vbz
the,dt
difference,nn
between,in
the,dt
number,nn
of,in
purchasers,nns
reporting,vbg
improvement,nn
in,in
a,dt
particular,jj
area,nn
and,cc
the,dt
number,nn
reporting,vbg
a,dt
worsening,nn
.,.
for,in
the,dt
first,jj
time,nn
",",","
the,dt
october,nnp
survey,nn
polled,vbd
members,nns
on,in
imports,nns
.,.
it,prp
found,vbd
that,in
of,in
the,dt
73,cd
%,nn
who,wp
import,vbp
",",","
10,cd
%,nn
said,vbd
they,prp
imported,vbd
more,rbr
in,in
october,nnp
and,cc
12,cd
%,nn
said,vbd
they,prp
imported,vbd
less,jjr
than,in
the,dt
previous,jj
month,nn
.,.
while,in
acknowledging,vbg
one,cd
month,nn
's,pos
figures,nns
do,vbp
n't,rb
prove,vb
a,dt
trend,nn
",",","
mr.,nnp
bretz,nnp
said,vbd
",",","
``,``
it,prp
does,vbz
lead,vb
you,prp
to,to
suspect,vb
imports,nns
are,vbp
going,vbg
down,rb
",",","
or,cc
at,in
least,jjs
not,rb
increasing,vbg
that,rb
much,rb
.,.
'',''
items,nns
listed,vbn
as,in
being,vbg
in,in
short,jj
supply,nn
numbered,vbd
only,rb
about,rb
a,dt
dozen,nn
",",","
but,cc
they,prp
included,vbd
one,cd
newcomer,nn
:,:
milk,nn
and,cc
milk,nn
powder,nn
.,.
``,``
it,prp
's,vbz
an,dt
odd,jj
thing,nn
to,to
put,vb
on,in
the,dt
list,nn
",",","
'',''
mr.,nnp
bretz,nnp
noted,vbd
.,.
he,prp
said,vbd
that,in
for,in
the,dt
second,jj
month,nn
in,in
a,dt
row,nn
",",","
food,nn
processors,nns
reported,vbd
a,dt
shortage,nn
of,in
nonfat,jj
dry,jj
milk,nn
.,.
they,prp
blamed,vbd
increased,vbn
demand,nn
for,in
dairy,nn
products,nns
at,in
a,dt
time,nn
of,in
exceptionally,rb
high,jj
u.s.,nnp
exports,nns
of,in
dry,jj
milk,nn
",",","
coupled,vbn
with,in
very,rb
low,jj
import,nn
quotas,nns
.,.
pamela,nnp
sebastian,nnp
in,in
new,nnp
york,nnp
contributed,vbd
to,to
this,dt
article,nn
.,.
here,rb
are,vbp
the,dt
commerce,nnp
department,nnp
's,pos
figures,nns
for,in
construction,nn
spending,nn
in,in
billions,nns
of,in
dollars,nns
at,in
seasonally,rb
adjusted,vbn
annual,jj
rates,nns
.,.
here,rb
are,vbp
the,dt
commerce,nnp
department,nnp
's,pos
latest,jjs
figures,nns
for,in
manufacturers,nns
in,in
billions,nns
of,in
dollars,nns
",",","
seasonally,rb
adjusted,vbn
.,.
judging,vbg
from,in
the,dt
americana,nns
in,in
haruki,nnp
murakami,nnp
's,pos
``,``
a,dt
wild,nnp
sheep,nnp
chase,nnp
'',''
(,(
kodansha,nnp
",",","
320,cd
pages,nns
",",","
$,$
18.95,cd
),)
",",","
baby,nn
boomers,nns
on,in
both,dt
sides,nns
of,in
the,dt
pacific,nnp
have,vbp
a,dt
lot,nn
in,in
common,nn
.,.
although,in
set,vbn
in,in
japan,nnp
",",","
the,dt
novel,nn
's,pos
texture,nn
is,vbz
almost,rb
entirely,rb
western,jj
",",","
especially,rb
american,jj
.,.
characters,nns
drink,vbp
salty,nnp
dogs,nnp
",",","
whistle,vbp
``,``
johnny,nnp
b.,nnp
goode,nnp
'',''
and,cc
watch,vbp
bugs,nnp
bunny,nnp
reruns,nns
.,.
they,prp
read,vbp
mickey,nnp
spillane,nnp
and,cc
talk,vbp
about,in
groucho,nnp
and,cc
harpo,nnp
.,.
they,prp
worry,vbp
about,in
their,prp$
careers,nns
",",","
drink,vbp
too,rb
much,rb
and,cc
suffer,vbp
through,in
broken,vbn
marriages,nns
and,cc
desultory,jj
affairs,nns
.,.
this,dt
is,vbz
japan,nnp
?,.
for,in
an,dt
american,jj
reader,nn
",",","
part,nn
of,in
the,dt
charm,nn
of,in
this,dt
engaging,jj
novel,nn
should,md
come,vb
in,in
recognizing,vbg
that,in
japan,nnp
is,vbz
n't,rb
the,dt
buttoned-down,jj
society,nn
of,in
contemporary,jj
american,jj
lore,nn
.,.
it,prp
's,vbz
also,rb
refreshing,vbg
to,to
read,vb
a,dt
japanese,jj
author,nn
who,wp
clearly,rb
does,vbz
n't,rb
belong,vb
to,to
the,dt
self-aggrandizing,jj
``,``
we-japanese,jj
'',''
school,nn
of,in
writers,nns
who,wp
perpetuate,vbp
the,dt
notion,nn
of,in
the,dt
unique,jj
japanese,nn
",",","
unfathomable,jj
by,in
outsiders,nns
.,.
if,in
``,``
a,dt
wild,nnp
sheep,nnp
chase,nnp
'',''
carries,vbz
an,dt
implicit,jj
message,nn
for,in
international,jj
relations,nns
",",","
it,prp
's,vbz
that,in
the,dt
japanese,nns
are,vbp
more,rbr
like,in
us,prp
than,in
most,jjs
of,in
us,prp
think,vbp
.,.
that,dt
's,vbz
not,rb
to,to
say,vb
that,in
the,dt
nutty,jj
plot,nn
of,in
``,``
a,dt
wild,nnp
sheep,nnp
chase,nnp
'',''
is,vbz
rooted,vbn
in,in
reality,nn
.,.
it,prp
's,vbz
imaginative,jj
and,cc
often,rb
funny,jj
.,.
a,dt
disaffected,jj
",",","
hard-drinking,jj
",",","
nearly-30,jj
hero,nn
sets,vbz
off,in
for,in
snow,nn
country,nn
in,in
search,nn
of,in
an,dt
elusive,jj
sheep,nn
with,in
a,dt
star,nn
on,in
its,prp$
back,nn
at,in
the,dt
behest,nn
of,in
a,dt
sinister,jj
",",","
erudite,jj
mobster,nn
with,in
a,dt
stanford,nnp
degree,nn
.,.
he,prp
has,vbz
in,in
tow,nn
his,prp$
prescient,jj
girlfriend,nn
",",","
whose,wp$
sassy,jj
retorts,nns
mark,vbp
her,prp
as,in
anything,nn
but,cc
a,dt
docile,jj
butterfly,nn
.,.
along,in
the,dt
way,nn
",",","
he,prp
meets,vbz
a,dt
solicitous,jj
christian,jj
chauffeur,nn
who,wp
offers,vbz
the,dt
hero,nn
god,nnp
's,pos
phone,nn
number,nn
;,:
and,cc
the,dt
sheep,nnp
man,nnp
",",","
a,dt
sweet,jj
",",","
roughhewn,jj
figure,nn
who,wp
wears,vbz
--,:
what,wp
else,rb
--,:
a,jj
sheepskin,nn
.,.
the,dt
40-year-old,jj
mr.,nnp
murakami,nnp
is,vbz
a,dt
publishing,nn
sensation,nn
in,in
japan,nnp
.,.
a,dt
more,rbr
recent,jj
novel,nn
",",","
``,``
norwegian,nnp
wood,nnp
'',''
(,(
every,dt
japanese,nn
under,in
40,cd
seems,vbz
to,to
be,vb
fluent,jj
in,in
beatles,nnp
lyrics,nns
),)
",",","
has,vbz
sold,vbn
more,jjr
than,in
four,cd
million,cd
copies,nns
since,in
kodansha,nnp
published,vbd
it,prp
in,in
1987,cd
.,.
but,cc
he,prp
is,vbz
just,rb
one,cd
of,in
several,jj
youthful,jj
writers,nns
--,:
tokyo,nnp
's,pos
brat,nn
pack,nn
--,:
who,wp
are,vbp
dominating,vbg
the,dt
best-seller,nn
charts,nns
in,in
japan,nnp
.,.
their,prp$
books,nns
are,vbp
written,vbn
in,in
idiomatic,jj
",",","
contemporary,jj
language,nn
and,cc
usually,rb
carry,vbp
hefty,jj
dashes,nns
of,in
americana,nns
.,.
in,in
robert,nnp
whiting,nnp
's,pos
``,``
you,prp
gotta,nnp
have,nnp
wa,","
'',''
(,(
macmillan,nnp
",",","
339,cd
pages,nns
",",","
$,$
17.95,cd
),)
",",","
the,dt
beatles,nnp
give,vbp
way,nn
to,to
baseball,nn
",",","
in,in
the,dt
nipponese,jj
version,nn
we,prp
would,md
be,vb
hard,rb
put,vbn
to,to
call,vb
a,dt
``,``
game,nn
.,.
'',''
as,in
mr.,nnp
whiting,nnp
describes,vbz
it,prp
",",","
nipponese,jj
baseball,nn
is,vbz
a,dt
``,``
mirror,nn
of,in
japan,nnp
's,pos
fabled,jj
virtues,nns
of,in
hard,jj
work,nn
and,cc
harmony,nn
.,.
'',''
``,``
wa,nnp
'',''
is,vbz
japanese,nnp
for,in
``,``
team,nn
spirit,nn
'',''
and,cc
japanese,jj
ballplayers,nns
have,vbp
miles,nns
and,cc
miles,nns
of,in
it,prp
.,.
a,dt
player,nn
's,pos
commitment,nn
to,to
practice,nn
and,cc
team,nn
image,nn
is,vbz
as,rb
important,jj
as,in
his,prp$
batting,nn
average,nn
.,.
polls,nns
once,rb
named,vbd
tokyo,nnp
giants,nnp
star,nn
tatsunori,nnp
hara,nnp
",",","
a,dt
``,``
humble,jj
",",","
uncomplaining,jj
",",","
obedient,jj
soul,nn
",",","
'',''
as,in
the,dt
male,jj
symbol,nn
of,in
japan,nnp
.,.
but,cc
other,jj
than,in
the,dt
fact,nn
that,dt
besuboru,fw
is,vbz
played,vbn
with,in
a,dt
ball,nn
and,cc
a,dt
bat,nn
",",","
it,prp
's,vbz
unrecognizable,jj
:,:
fans,nns
politely,rb
return,vbp
foul,jj
balls,nns
to,to
stadium,nn
ushers,nns
;,:
the,dt
strike,nn
zone,nn
expands,vbz
depending,vbg
on,in
the,dt
size,nn
of,in
the,dt
hitter,nn
;,:
ties,nns
are,vbp
permitted,vbn
--,:
even,jj
welcomed,vbn
--,:
since,in
they,prp
honorably,rb
sidestep,vbp
the,dt
shame,nn
of,in
defeat,nn
;,:
players,nns
must,md
abide,vb
by,in
strict,jj
rules,nns
of,in
conduct,nn
even,rb
in,in
their,prp$
personal,jj
lives,nns
--,:
players,nns
for,in
the,dt
tokyo,nnp
giants,nnp
",",","
for,in
example,nn
",",","
must,md
always,rb
wear,vb
ties,nns
when,wrb
on,in
the,dt
road,nn
.,.
``,``
you,prp
gotta,nnp
have,nnp
wa,nnp
'',''
is,vbz
the,dt
often,rb
amusing,jj
chronicle,nn
of,in
how,wrb
american,jj
ballplayers,nns
",",","
rationed,vbn
to,to
two,cd
per,in
team,nn
",",","
fare,vbp
in,in
japan,nnp
.,.
despite,in
the,dt
enormous,jj
sums,nns
of,in
money,nn
they,prp
're,vbp
paid,vbn
to,to
stand,vb
up,rp
at,in
a,dt
japanese,jj
plate,nn
",",","
a,dt
good,jj
number,nn
decide,vbp
it,prp
's,vbz
not,rb
worth,jj
it,prp
and,cc
run,vbp
for,in
home,nn
.,.
``,``
funny,nnp
business,nnp
'',''
(,(
soho,nnp
",",","
228,cd
pages,nns
",",","
$,$
17.95,cd
),)
by,in
gary,nnp
katzenstein,nnp
is,vbz
anything,nn
but,rb
.,.
it,prp
's,vbz
the,dt
petulant,jj
complaint,nn
of,in
an,dt
impudent,jj
american,nn
whom,wp
sony,nnp
hosted,vbd
for,in
a,dt
year,nn
while,in
he,prp
was,vbd
on,in
a,dt
luce,nnp
fellowship,nnp
in,in
tokyo,nnp
--,:
to,in
the,dt
regret,nn
of,in
both,dt
parties,nns
.,.
in,in
sometimes,rb
amusing,jj
",",","
more,rbr
often,rb
supercilious,jj
",",","
even,rb
vicious,jj
passages,nns
",",","
mr.,nnp
katzenstein,nnp
describes,vbz
how,wrb
sony,nnp
invades,vbz
even,rb
the,dt
most,rbs
mundane,jj
aspects,nns
of,in
its,prp$
workers,nns
',pos
lives,nns
--,:
at,in
the,dt
regimented,jj
office,nn
",",","
where,wrb
employees,nns
are,vbp
assigned,vbn
lunch,nn
partners,nns
--,:
and,jj
at,in
``,``
home,nn
'',''
in,in
the,dt
austere,jj
company,nn
dormitory,nn
run,vbn
by,in
a,dt
prying,jj
caretaker,nn
.,.
some,dt
of,in
his,prp$
observations,nns
about,in
japanese,jj
management,nn
style,nn
are,vbp
on,in
the,dt
mark,nn
.,.
it,prp
's,vbz
probably,rb
true,jj
that,in
many,jj
salarymen,nns
put,vbn
in,in
unproductive,jj
overtime,nn
just,rb
for,in
the,dt
sake,nn
of,in
solidarity,nn
",",","
that,in
the,dt
system,nn
is,vbz
so,rb
hierarchical,jj
that,in
only,rb
the,dt
assistant,jj
manager,nn
can,md
talk,vb
to,to
the,dt
manager,nn
and,cc
the,dt
manager,nn
to,to
the,dt
general,jj
manager,nn
",",","
and,cc
that,in
sony,nnp
was,vbd
chary,jj
of,in
letting,vbg
a,dt
young,jj
",",","
short-term,jj
american,jj
employee,nn
take,vb
on,in
any,dt
responsibility,nn
.,.
all,dt
of,in
this,dt
must,md
have,vb
been,vbn
enormously,rb
frustrating,vbg
to,to
mr.,nnp
katzenstein,nnp
",",","
who,wp
went,vbd
to,to
sony,nnp
with,in
degrees,nns
in,in
business,nn
and,cc
computer,nn
science,nn
and,cc
was,vbd
raring,jj
to,to
invent,vb
another,dt
walkman,nnp
.,.
but,cc
sony,nnp
ultimately,rb
took,vbd
a,dt
lesson,nn
from,in
the,dt
american,jj
management,nn
books,nns
and,cc
fired,vbd
mr.,nnp
katzenstein,nnp
",",","
after,in
he,prp
committed,vbd
the,dt
social,jj
crime,nn
of,in
making,vbg
an,dt
appointment,nn
to,to
see,vb
the,dt
venerable,jj
akio,nnp
morita,nnp
",",","
founder,nn
of,in
sony,nnp
.,.
it,prp
's,vbz
a,dt
shame,nn
their,prp$
meeting,nn
never,rb
took,vbd
place,nn
.,.
mr.,nnp
katzenstein,nnp
certainly,rb
would,md
have,vb
learned,vbd
something,nn
",",","
and,cc
it,prp
's,vbz
even,rb
possible,jj
mr.,nnp
morita,nnp
would,md
have,vb
too,rb
.,.
ms.,nnp
kirkpatrick,nnp
",",","
the,dt
journal,nnp
's,pos
deputy,nn
editorial,nn
features,nns
editor,nn
",",","
worked,vbd
in,in
tokyo,nnp
for,in
three,cd
years,nns
.,.
more,jjr
and,cc
more,jjr
corners,nns
of,in
the,dt
globe,nn
are,vbp
becoming,vbg
free,jj
of,in
tobacco,nn
smoke,nn
.,.
in,in
singapore,nnp
",",","
a,dt
new,jj
law,nn
requires,vbz
smokers,nns
to,to
put,vb
out,rp
their,prp$
cigarettes,nns
before,in
entering,vbg
restaurants,nns
",",","
department,nn
stores,nns
and,cc
sports,nns
centers,nns
or,cc
face,vb
a,dt
$,$
250,cd
fine,nn
.,.
discos,nns
and,cc
private,jj
clubs,nns
are,vbp
exempt,jj
from,in
the,dt
ban,nn
",",","
and,cc
smoking,nn
will,md
be,vb
permitted,vbn
in,in
bars,nns
except,in
during,in
meal,nn
hours,nns
",",","
an,dt
official,nn
said,vbd
.,.
singapore,nnp
already,rb
bans,vbz
smoking,nn
in,in
all,dt
theaters,nns
",",","
buses,nns
",",","
public,jj
elevators,nns
",",","
hospitals,nns
and,cc
fast-food,nn
restaurants,nns
.,.
in,in
malaysia,nnp
",",","
siti,nnp
zaharah,nnp
sulaiman,nnp
",",","
a,dt
deputy,nn
minister,nn
in,in
the,dt
prime,jj
minister,nn
's,pos
office,nn
",",","
launched,vbd
a,dt
``,``
no-smoking,nnp
week,nnp
'',''
at,in
the,dt
mara,nnp
institute,nnp
of,in
technology,nnp
near,in
kuala,nnp
lumpur,nnp
and,cc
urged,vbd
other,jj
schools,nns
to,to
ban,vb
on-campus,jj
smoking,nn
.,.
south,nnp
korea,nnp
has,vbz
different,jj
concerns,nns
.,.
in,in
seoul,nnp
",",","
officials,nns
began,vbd
visiting,vbg
about,rb
"26,000",cd
cigarette,nn
stalls,nns
to,to
remove,vb
illegal,jj
posters,nns
and,cc
signboards,nns
advertising,vbg
imported,vbn
cigarettes,nns
.,.
south,nnp
korea,nnp
has,vbz
opened,vbn
its,prp$
market,nn
to,to
foreign,jj
cigarettes,nns
but,cc
restricts,vbz
advertising,nn
to,to
designated,vbn
places,nns
.,.
a,dt
marketing,nn
study,nn
indicates,vbz
that,in
hong,nnp
kong,nnp
consumers,nns
are,vbp
the,dt
most,rbs
materialistic,jj
in,in
the,dt
14,cd
major,jj
markets,nns
where,wrb
the,dt
survey,nn
was,vbd
carried,vbn
out,rp
.,.
the,dt
study,nn
by,in
the,dt
backer,nnp
spielvogel,nnp
bates,nnp
ad,nn
agency,nn
also,rb
found,vbd
that,in
the,dt
colony,nn
's,pos
consumers,nns
feel,vbp
more,rbr
pressured,jj
than,in
those,dt
in,in
any,dt
of,in
the,dt
other,jj
surveyed,vbn
markets,nns
",",","
which,wdt
include,vbp
the,dt
u.s.,nnp
and,cc
japan,nnp
.,.
the,dt
survey,nn
found,vbd
that,in
nearly,rb
half,nn
of,in
hong,nnp
kong,nnp
consumers,nns
espouse,vbp
what,wp
it,prp
identified,vbd
as,in
materialistic,jj
values,nns
",",","
compared,vbn
with,in
about,rb
one-third,jj
in,in
japan,nnp
and,cc
the,dt
u.s,nnp
.,.
more,jjr
than,in
three,cd
in,in
five,cd
said,vbd
they,prp
are,vbp
under,in
a,dt
great,jj
deal,nn
of,in
stress,nn
most,jjs
of,in
the,dt
time,nn
",",","
compared,vbn
with,in
less,jjr
than,in
one,cd
in,in
two,cd
u.s.,nnp
consumers,nns
and,cc
one,cd
in,in
four,cd
in,in
japan,nnp
.,.
the,dt
thai,nnp
cabinet,nn
endorsed,vbd
finance,nnp
minister,nnp
pramual,nnp
sabhavasu,nnp
's,pos
proposal,nn
to,to
build,vb
a,dt
$,$
19,cd
million,cd
conference,nn
center,nn
for,in
a,dt
joint,jj
meeting,nn
of,in
the,dt
world,nnp
bank,nnp
and,cc
international,nnp
monetary,nnp
fund,nnp
two,cd
years,nns
from,in
now,rb
.,.
the,dt
meeting,nn
",",","
which,wdt
is,vbz
expected,vbn
to,to
draw,vb
"20,000",cd
to,to
bangkok,nnp
",",","
was,vbd
going,vbg
to,to
be,vb
held,vbn
at,in
the,dt
central,nnp
plaza,nnp
hotel,nnp
",",","
but,cc
the,dt
government,nn
balked,vbd
at,in
the,dt
hotel,nn
's,pos
conditions,nns
for,in
undertaking,vbg
necessary,jj
expansion,nn
.,.
a,dt
major,jj
concern,nn
about,in
the,dt
current,jj
plan,nn
is,vbz
whether,in
the,dt
new,jj
center,nn
can,md
be,vb
built,vbn
in,in
such,jj
a,dt
short,jj
time,nn
.,.
yasser,nnp
arafat,nnp
has,vbz
written,vbn
to,to
the,dt
chairman,nn
of,in
the,dt
international,nnp
olympic,nnp
committee,nnp
asking,vbg
him,prp
to,to
back,vb
a,dt
palestinian,jj
bid,nn
to,to
join,vb
the,dt
committee,nn
",",","
the,dt
palestine,nnp
liberation,nnp
organization,nnp
news,nn
agency,nn
wafa,nnp
said,vbd
.,.
an,dt
official,nn
of,in
the,dt
palestinian,nnp
olympic,nnp
committee,nnp
said,vbd
the,dt
committee,nn
first,rb
applied,vbd
for,in
membership,nn
in,in
1979,cd
and,cc
renewed,vbd
its,prp$
application,nn
in,in
august,nnp
of,in
this,dt
year,nn
.,.
the,dt
plo,nnp
in,in
recent,jj
months,nns
has,vbz
been,vbn
trying,vbg
to,to
join,vb
international,jj
organizations,nns
but,cc
failed,vbd
earlier,rbr
this,dt
year,nn
to,to
win,vb
membership,nn
in,in
the,dt
world,nnp
health,nnp
organization,nnp
and,cc
the,dt
world,nnp
tourism,nnp
organization,nnp
.,.
a,dt
beijing,nnp
food-shop,jj
assistant,nn
has,vbz
become,vbn
the,dt
first,jj
mainland,nn
chinese,nn
to,to
get,vb
aids,nnp
through,in
sex,nn
",",","
the,dt
people,nnp
's,pos
daily,nnp
said,vbd
.,.
it,prp
said,vbd
the,dt
man,nn
",",","
whom,wp
it,prp
did,vbd
not,rb
name,vb
",",","
had,vbd
been,vbn
found,vbn
to,to
have,vb
the,dt
disease,nn
after,in
hospital,nn
tests,nns
.,.
once,rb
the,dt
disease,nn
was,vbd
confirmed,vbn
",",","
all,dt
the,dt
man,nn
's,pos
associates,nns
and,cc
family,nn
were,vbd
tested,vbn
",",","
but,cc
none,nn
have,vbp
so,rb
far,rb
been,vbn
found,vbn
to,to
have,vb
aids,nnp
",",","
the,dt
newspaper,nn
said,vbd
.,.
the,dt
man,nn
had,vbd
for,in
a,dt
long,jj
time,nn
had,vbn
``,``
a,dt
chaotic,jj
sex,nn
life,nn
",",","
'',''
including,vbg
relations,nns
with,in
foreign,jj
men,nns
",",","
the,dt
newspaper,nn
said,vbd
.,.
the,dt
polish,jj
government,nn
increased,vbd
home,nn
electricity,nn
charges,nns
by,in
150,cd
%,nn
and,cc
doubled,vbd
gas,nn
prices,nns
.,.
the,dt
official,jj
news,nn
agency,nn
pap,nnp
said,vbd
the,dt
increases,nns
were,vbd
intended,vbn
to,to
bring,vb
unrealistically,rb
low,jj
energy,nn
charges,nns
into,in
line,nn
with,in
production,nn
costs,nns
and,cc
compensate,vb
for,in
a,dt
rise,nn
in,in
coal,nn
prices,nns
.,.
in,in
happier,jjr
news,nn
",",","
south,nnp
korea,nnp
",",","
in,in
establishing,vbg
diplomatic,jj
ties,nns
with,in
poland,nnp
yesterday,nn
",",","
announced,vbd
$,$
450,cd
million,cd
in,in
loans,nns
to,to
the,dt
financially,rb
strapped,vbn
warsaw,nnp
government,nn
.,.
in,in
a,dt
victory,nn
for,in
environmentalists,nns
",",","
hungary,nnp
's,pos
parliament,nn
terminated,vbd
a,dt
multibillion-dollar,jj
river,nnp
danube,nnp
dam,nn
being,vbg
built,vbn
by,in
austrian,jj
firms,nns
.,.
the,dt
nagymaros,nnp
dam,nn
was,vbd
designed,vbn
to,to
be,vb
twinned,vbn
with,in
another,dt
dam,nn
",",","
now,rb
nearly,rb
complete,jj
",",","
100,cd
miles,nns
upstream,rb
in,in
czechoslovakia,nnp
.,.
in,in
ending,vbg
hungary,nnp
's,pos
part,nn
of,in
the,dt
project,nn
",",","
parliament,nnp
authorized,vbd
prime,nnp
minister,nnp
miklos,nnp
nemeth,nnp
to,to
modify,vb
a,dt
1977,cd
agreement,nn
with,in
czechoslovakia,nnp
",",","
which,wdt
still,rb
wants,vbz
the,dt
dam,nn
to,to
be,vb
built,vbn
.,.
mr.,nnp
nemeth,nnp
said,vbd
in,in
parliament,nn
that,in
czechoslovakia,nnp
and,cc
hungary,nnp
would,md
suffer,vb
environmental,jj
damage,nn
if,in
the,dt
twin,nn
dams,nns
were,vbd
built,vbn
as,in
planned,vbn
.,.
czechoslovakia,nnp
said,vbd
in,in
may,nnp
it,prp
could,md
seek,vb
$,$
2,cd
billion,cd
from,in
hungary,nnp
if,in
the,dt
twindam,nn
contract,nn
were,vbd
broken,vbn
.,.
the,dt
czech,jj
dam,nn
ca,md
n't,rb
be,vb
operated,vbn
solely,rb
at,in
peak,nn
periods,nns
without,in
the,dt
